arrival_rate_per_hr,manual,narrow_ai,agentic
6,44.36782055175749,22.255880540413678,8.596280657672727
10,48.29053403660644,22.003390056588426,8.527255350201347
14,63.119215158802504,22.708831537367093,8.565987899523986
18,710.6986495568988,25.974605279771986,8.647682505357212
22,1322.9824595767068,39.6338616334118,8.648079302012052
26,1655.5327517166752,256.0218502526332,8.593305191182921
